Order_ID,Order_Date,City,Restaurant_Name,Cuisine,Customer_Age,Gender,Veg_NonVeg,Order_Amount,Delivery_Time,Rating,Payment_Mode,Delivery_Partner,Order_Status,Distance_km,Quantity
414,2025-02-20,Pune,Spice Kitchen,Italian,24,Male,Non-Veg,1350,60,3.1,Card,Aman,Cancelled,1.1,5
415,2025-01-19,Mumbai,Pizza Point,Chinese,39,Male,Non-Veg,562,27,4.2,Card,Arjun,Delivered,4.7,4
416,2025-01-23,Jaipur,Tandoori Nights,Biryani,40,Male,Non-Veg,1583,60,4.0,UPI,Aman,Delivered,14.8,2
417,2025-01-27,Mumbai,Pizza Point,Italian,36,Female,Non-Veg,1809,59,2.6,Card,Arjun,Cancelled,2.5,6
418,2025-03-11,Pune,Spice Kitchen,Fast Food,29,Male,Veg,373,42,4.1,Card,Karan,Delivered,6.2,3
419,2025-05-22,Mumbai,Tandoori Nights,Italian,26,Male,Veg,797,24,2.9,Card,Aman,Delivered,5.3,5
420,2025-05-28,Delhi,Chinese Bowl,Fast Food,32,Male,Veg,1117,42,2.9,UPI,Rahul,Cancelled,4.4,1
421,2025-05-03,Pune,Urban Tadka,Fast Food,28,Female,Veg,1060,57,5.0,UPI,Karan,Delivered,13.9,5
422,2025-02-16,Mumbai,Pizza Point,Italian,20,Female,Veg,1537,56,2.7,Cash,Aman,Cancelled,4.4,2
423,2025-02-14,Jaipur,Urban Tadka,Italian,21,Female,Veg,336,46,2.8,Card,Arjun,Delivered,12.5,1
424,2025-03-14,Pune,Burger Hub,Italian,19,Male,Veg,2241,40,2.9,Card,Rahul,Cancelled,4.6,4
425,2025-01-24,Mumbai,Chinese Bowl,North Indian,40,Male,Non-Veg,563,27,3.5,Card,Arjun,Cancelled,14.9,3
426,2025-03-05,Jaipur,Tandoori Nights,Chinese,19,Female,Non-Veg,1914,19,2.9,UPI,Aman,Delivered,14.9,6
427,2025-01-26,Bangalore,Chinese Bowl,Italian,24,Male,Non-Veg,2454,43,3.2,Card,Karan,Delivered,3.0,4
428,2025-04-22,Mumbai,Burger Hub,Chinese,36,Male,Veg,612,35,3.1,UPI,Mohit,Cancelled,5.9,6
429,2025-04-04,Bangalore,Royal Biryani,Chinese,32,Female,Veg,164,23,2.7,Card,Karan,Delivered,9.9,2
430,2025-06-18,Hyderabad,Royal Biryani,North Indian,21,Female,Veg,1055,15,2.9,Cash,Aman,Cancelled,14.9,3
431,2025-05-24,Hyderabad,Chinese Bowl,Biryani,35,Male,Non-Veg,2274,28,3.7,Cash,Rahul,Cancelled,6.0,5
432,2025-05-31,Mumbai,Royal Biryani,Biryani,22,Male,Non-Veg,1910,57,4.0,UPI,Mohit,Cancelled,4.9,6
433,2025-06-30,Bangalore,Tandoori Nights,Biryani,33,Male,Non-Veg,2378,33,3.2,Card,Aman,Cancelled,7.8,6
434,2025-06-24,Mumbai,Chinese Bowl,Italian,40,Female,Non-Veg,1622,20,4.4,Card,Arjun,Delivered,12.6,4
435,2025-06-17,Ahmedabad,Royal Biryani,Italian,40,Male,Non-Veg,2396,18,3.4,Cash,Aman,Cancelled,14.5,5
436,2025-06-21,Hyderabad,Royal Biryani,Chinese,28,Female,Non-Veg,594,26,3.7,Cash,Rahul,Cancelled,13.5,1
437,2025-02-03,Jaipur,Urban Tadka,Fast Food,27,Female,Veg,1436,24,4.9,UPI,Arjun,Delivered,5.9,1
438,2025-06-22,Hyderabad,Food Factory,Italian,19,Male,Veg,1899,42,3.0,Cash,Mohit,Delivered,2.6,3
439,2025-04-23,Pune,Urban Tadka,Biryani,26,Male,Non-Veg,1747,26,3.4,UPI,Arjun,Cancelled,2.6,3
440,2025-03-27,Mumbai,Burger Hub,Biryani,40,Male,Veg,233,52,4.2,Card,Rahul,Cancelled,2.4,6
441,2025-03-03,Mumbai,Chinese Bowl,Biryani,42,Female,Veg,299,51,3.3,Card,Mohit,Delivered,8.1,1
442,2025-03-02,Mumbai,Chinese Bowl,Italian,31,Female,Veg,1084,22,3.3,Cash,Rahul,Cancelled,4.4,5
443,2025-03-03,Bangalore,Burger Hub,Biryani,43,Female,Non-Veg,2072,60,3.7,UPI,Aman,Cancelled,7.5,5
444,2025-06-09,Mumbai,Chinese Bowl,Biryani,30,Male,Veg,1214,43,4.8,UPI,Vikas,Cancelled,13.2,6
445,2025-01-01,Delhi,Pizza Point,North Indian,23,Female,Veg,1921,41,3.8,Cash,Arjun,Cancelled,8.2,6
446,2025-02-13,Delhi,Chinese Bowl,North Indian,29,Female,Veg,1053,39,3.4,Cash,Mohit,Cancelled,5.0,1
447,2025-06-08,Ahmedabad,Tandoori Nights,North Indian,29,Female,Veg,1495,58,4.6,Cash,Rahul,Cancelled,1.3,3
448,2025-02-26,Bangalore,Burger Hub,Chinese,39,Male,Non-Veg,1627,40,3.1,UPI,Arjun,Cancelled,3.3,3
449,2025-01-15,Delhi,Urban Tadka,Chinese,28,Female,Veg,2185,49,3.7,UPI,Mohit,Delivered,1.9,2
450,2025-06-27,Mumbai,Royal Biryani,Biryani,22,Male,Non-Veg,1339,50,3.8,Card,Karan,Delivered,2.9,3
451,2025-03-19,Ahmedabad,Food Factory,Biryani,37,Male,Non-Veg,1459,51,2.8,Cash,Karan,Cancelled,8.7,2
452,2025-01-16,Ahmedabad,Pizza Point,North Indian,37,Male,Veg,1245,19,2.9,Card,Aman,Delivered,9.7,2
453,2025-04-23,Delhi,Chinese Bowl,Biryani,25,Male,Veg,1436,55,3.3,UPI,Rahul,Cancelled,6.2,1
454,2025-01-06,Pune,Pizza Point,North Indian,23,Female,Non-Veg,1381,20,4.7,Cash,Mohit,Cancelled,8.7,1
455,2025-01-16,Ahmedabad,Royal Biryani,Chinese,27,Male,Non-Veg,737,39,4.2,Cash,Karan,Cancelled,12.6,2
456,2025-03-13,Jaipur,Food Factory,Chinese,40,Female,Non-Veg,336,29,2.7,Cash,Vikas,Cancelled,8.1,5
457,2025-05-05,Delhi,Tandoori Nights,Fast Food,24,Male,Non-Veg,2182,57,4.8,UPI,Mohit,Delivered,7.0,2
458,2025-05-01,Pune,Food Factory,Chinese,38,Male,Non-Veg,2489,21,3.2,Cash,Arjun,Delivered,7.8,4
459,2025-06-01,Pune,Food Factory,Italian,31,Male,Non-Veg,1190,23,3.9,Card,Mohit,Delivered,10.8,2
460,2025-03-16,Ahmedabad,Pizza Point,Fast Food,44,Female,Non-Veg,1939,27,4.6,UPI,Karan,Delivered,8.1,2
461,2025-03-23,Mumbai,Urban Tadka,Fast Food,26,Male,Veg,899,51,4.6,UPI,Karan,Delivered,7.2,5
462,2025-05-05,Hyderabad,Pizza Point,North Indian,45,Male,Non-Veg,306,56,3.9,Card,Karan,Delivered,12.9,3
463,2025-06-11,Ahmedabad,Food Factory,Biryani,23,Female,Non-Veg,577,45,4.5,Card,Rahul,Cancelled,3.1,5
464,2025-01-26,Delhi,Burger Hub,Chinese,25,Male,Veg,1197,31,4.6,Cash,Karan,Delivered,4.5,3
465,2025-04-29,Mumbai,Tandoori Nights,Chinese,43,Female,Veg,1065,15,2.8,Card,Aman,Cancelled,10.8,1
466,2025-02-27,Mumbai,Tandoori Nights,North Indian,28,Female,Non-Veg,2335,40,3.1,Cash,Aman,Cancelled,10.5,5
467,2025-05-16,Hyderabad,Chinese Bowl,Italian,23,Female,Non-Veg,1014,57,2.6,UPI,Karan,Delivered,14.9,5
468,2025-01-31,Delhi,Tandoori Nights,Fast Food,18,Male,Non-Veg,2149,55,2.9,UPI,Karan,Delivered,13.2,4
469,2025-06-12,Ahmedabad,Food Factory,Chinese,38,Female,Veg,1363,16,3.5,Card,Vikas,Delivered,5.7,2
470,2025-01-13,Ahmedabad,Pizza Point,Italian,19,Female,Non-Veg,2385,59,4.5,UPI,Aman,Delivered,14.9,3
471,2025-01-07,Hyderabad,Tandoori Nights,Chinese,37,Female,Non-Veg,651,22,3.8,Cash,Karan,Cancelled,6.4,4
472,2025-02-28,Bangalore,Food Factory,Italian,33,Female,Non-Veg,2276,50,3.2,UPI,Mohit,Delivered,10.1,3
473,2025-02-21,Mumbai,Chinese Bowl,Fast Food,42,Female,Non-Veg,775,53,3.8,Cash,Rahul,Cancelled,13.6,2
474,2025-02-01,Pune,Burger Hub,Fast Food,20,Male,Non-Veg,1390,52,3.6,UPI,Aman,Delivered,6.7,5
475,2025-01-05,Hyderabad,Urban Tadka,Italian,22,Female,Veg,214,16,2.9,UPI,Arjun,Delivered,12.4,5
476,2025-02-19,Pune,Pizza Point,Chinese,27,Female,Non-Veg,1181,52,3.1,UPI,Mohit,Delivered,8.6,6
477,2025-04-15,Jaipur,Burger Hub,North Indian,21,Female,Veg,2493,59,3.0,Card,Vikas,Cancelled,5.1,5
478,2025-04-22,Delhi,Royal Biryani,Fast Food,36,Female,Non-Veg,2404,32,4.1,Card,Aman,Delivered,12.2,4
479,2025-03-29,Mumbai,Tandoori Nights,North Indian,28,Female,Non-Veg,1681,30,3.5,Card,Vikas,Delivered,14.9,4
480,2025-03-07,Hyderabad,Food Factory,Chinese,35,Male,Veg,475,31,4.7,UPI,Vikas,Cancelled,10.7,2
481,2025-04-13,Bangalore,Spice Kitchen,North Indian,27,Male,Veg,2098,56,4.1,Card,Karan,Delivered,13.5,4
482,2025-04-11,Ahmedabad,Urban Tadka,Chinese,29,Female,Non-Veg,2482,40,3.8,UPI,Karan,Delivered,14.5,3
483,2025-05-23,Bangalore,Burger Hub,North Indian,25,Male,Veg,1622,32,4.7,Cash,Karan,Cancelled,5.4,3
484,2025-02-17,Hyderabad,Spice Kitchen,Chinese,20,Male,Veg,2109,36,4.7,Card,Rahul,Delivered,11.0,2
485,2025-03-26,Hyderabad,Royal Biryani,Italian,20,Female,Veg,1767,15,4.9,UPI,Karan,Cancelled,1.2,6
486,2025-04-07,Hyderabad,Burger Hub,North Indian,25,Female,Non-Veg,1135,16,4.0,Cash,Arjun,Cancelled,9.1,5
487,2025-01-24,Mumbai,Chinese Bowl,Italian,24,Male,Non-Veg,2500,17,4.7,UPI,Mohit,Delivered,9.8,5
488,2025-06-28,Bangalore,Spice Kitchen,Fast Food,22,Female,Non-Veg,1566,40,2.9,UPI,Arjun,Cancelled,9.4,2
489,2025-03-16,Pune,Tandoori Nights,North Indian,34,Female,Veg,306,36,3.1,Card,Arjun,Cancelled,10.3,4
490,2025-05-15,Bangalore,Chinese Bowl,Fast Food,32,Female,Veg,867,22,3.1,Card,Arjun,Delivered,3.9,2
491,2025-05-07,Ahmedabad,Tandoori Nights,Chinese,28,Female,Non-Veg,340,55,4.6,UPI,Rahul,Cancelled,2.1,4
492,2025-01-08,Delhi,Chinese Bowl,Fast Food,34,Male,Non-Veg,1100,23,4.4,Card,Karan,Delivered,5.8,6
493,2025-05-06,Bangalore,Urban Tadka,North Indian,38,Male,Non-Veg,302,53,4.5,Cash,Rahul,Delivered,5.7,1
494,2025-01-07,Delhi,Burger Hub,Fast Food,45,Female,Non-Veg,1680,21,4.0,Card,Vikas,Delivered,14.4,6
495,2025-03-08,Bangalore,Pizza Point,Fast Food,35,Female,Veg,2165,21,3.5,UPI,Karan,Cancelled,12.2,5
496,2025-01-07,Delhi,Chinese Bowl,Italian,19,Female,Non-Veg,161,45,4.7,UPI,Vikas,Cancelled,6.3,3
497,2025-06-10,Hyderabad,Burger Hub,Italian,27,Male,Non-Veg,2468,57,2.6,Cash,Mohit,Delivered,9.7,4
498,2025-03-19,Ahmedabad,Burger Hub,Italian,39,Male,Veg,1462,60,4.7,UPI,Rahul,Delivered,13.7,2
499,2025-03-09,Mumbai,Urban Tadka,Chinese,41,Female,Veg,563,30,3.6,Cash,Vikas,Delivered,12.2,2
500,2025-05-23,Hyderabad,Royal Biryani,Italian,18,Female,Non-Veg,364,22,2.9,UPI,Karan,Delivered,5.6,1
501,2025-02-09,Bangalore,Spice Kitchen,Italian,35,Male,Veg,2032,47,4.4,Cash,Aman,Delivered,13.4,2
502,2025-03-20,Mumbai,Burger Hub,North Indian,45,Female,Veg,895,43,4.1,Cash,Rahul,Delivered,5.4,6
503,2025-04-11,Ahmedabad,Spice Kitchen,Biryani,32,Female,Non-Veg,2373,26,2.8,Cash,Rahul,Delivered,10.7,1
504,2025-06-22,Hyderabad,Pizza Point,Chinese,42,Female,Veg,1404,35,2.7,Cash,Arjun,Cancelled,12.3,5
505,2025-02-10,Bangalore,Pizza Point,North Indian,29,Female,Veg,812,28,2.7,UPI,Aman,Cancelled,2.2,2
506,2025-04-27,Ahmedabad,Burger Hub,Fast Food,38,Female,Veg,277,40,3.4,UPI,Mohit,Cancelled,11.0,4
507,2025-05-17,Jaipur,Spice Kitchen,Fast Food,20,Female,Non-Veg,1305,33,4.3,UPI,Karan,Cancelled,7.2,2
508,2025-06-13,Hyderabad,Chinese Bowl,Italian,30,Male,Veg,1991,19,3.9,Cash,Vikas,Cancelled,4.6,1
509,2025-03-01,Pune,Spice Kitchen,Biryani,31,Male,Veg,2120,39,4.6,Cash,Karan,Delivered,8.8,6
510,2025-01-22,Bangalore,Spice Kitchen,Italian,31,Male,Non-Veg,1479,43,4.6,Cash,Mohit,Cancelled,9.6,5
511,2025-02-05,Mumbai,Royal Biryani,Biryani,45,Male,Non-Veg,252,32,4.6,Cash,Vikas,Delivered,7.0,1
512,2025-04-30,Bangalore,Food Factory,North Indian,20,Male,Non-Veg,1686,27,3.5,Card,Arjun,Cancelled,9.9,3
513,2025-04-10,Delhi,Food Factory,North Indian,27,Male,Non-Veg,1844,57,3.4,Cash,Arjun,Delivered,4.4,6
514,2025-06-01,Pune,Urban Tadka,Italian,26,Female,Non-Veg,2171,43,2.6,Cash,Mohit,Delivered,10.3,2
515,2025-01-15,Jaipur,Royal Biryani,North Indian,24,Male,Non-Veg,1373,43,4.8,Cash,Mohit,Delivered,1.6,1
516,2025-02-14,Ahmedabad,Food Factory,North Indian,30,Male,Non-Veg,1630,19,2.9,Cash,Arjun,Cancelled,4.1,1
517,2025-01-21,Bangalore,Tandoori Nights,North Indian,45,Female,Non-Veg,1671,43,5.0,Cash,Rahul,Cancelled,3.5,4
518,2025-03-30,Hyderabad,Spice Kitchen,Biryani,40,Female,Veg,930,34,4.9,Card,Vikas,Delivered,9.9,1
519,2025-05-23,Jaipur,Urban Tadka,Chinese,37,Female,Veg,188,43,4.2,Cash,Arjun,Cancelled,5.2,2
520,2025-05-27,Ahmedabad,Food Factory,Italian,24,Female,Non-Veg,2497,37,4.5,Cash,Aman,Delivered,9.1,1
521,2025-05-31,Pune,Urban Tadka,Italian,33,Male,Non-Veg,2404,53,4.4,Cash,Aman,Cancelled,11.8,2
522,2025-03-25,Bangalore,Burger Hub,Italian,27,Male,Non-Veg,993,33,3.8,Card,Rahul,Delivered,14.8,4
523,2025-03-29,Delhi,Pizza Point,Italian,29,Male,Veg,858,41,4.3,UPI,Vikas,Delivered,14.5,3
524,2025-03-06,Hyderabad,Urban Tadka,Italian,38,Female,Non-Veg,2448,36,3.1,Card,Aman,Delivered,5.6,3
525,2025-02-20,Hyderabad,Urban Tadka,Italian,28,Male,Non-Veg,1304,15,3.8,Cash,Rahul,Delivered,6.1,6
526,2025-04-05,Jaipur,Pizza Point,Biryani,23,Female,Non-Veg,505,52,4.8,Cash,Vikas,Cancelled,8.4,6
527,2025-01-11,Jaipur,Urban Tadka,Biryani,43,Female,Veg,2097,46,3.3,UPI,Rahul,Cancelled,9.5,1
528,2025-03-02,Mumbai,Food Factory,North Indian,24,Male,Veg,2343,58,4.6,Cash,Karan,Cancelled,10.3,2
529,2025-06-20,Ahmedabad,Food Factory,Fast Food,34,Female,Veg,334,60,3.4,UPI,Vikas,Cancelled,2.6,2
530,2025-05-12,Pune,Spice Kitchen,North Indian,34,Male,Non-Veg,668,34,3.0,Cash,Karan,Delivered,14.1,3
531,2025-04-12,Mumbai,Tandoori Nights,North Indian,33,Female,Veg,965,49,3.8,UPI,Arjun,Cancelled,11.8,6
532,2025-02-27,Pune,Pizza Point,Italian,22,Male,Veg,2438,56,3.3,Card,Aman,Cancelled,2.5,5
533,2025-01-12,Jaipur,Urban Tadka,Fast Food,33,Female,Non-Veg,1383,49,4.6,UPI,Karan,Delivered,2.1,3
534,2025-06-23,Pune,Urban Tadka,Chinese,41,Male,Veg,2314,60,4.6,UPI,Mohit,Delivered,1.2,4
535,2025-04-23,Pune,Royal Biryani,Italian,18,Female,Non-Veg,2313,17,3.2,Cash,Rahul,Delivered,4.4,1
536,2025-06-12,Ahmedabad,Royal Biryani,Chinese,33,Female,Non-Veg,163,42,3.5,UPI,Mohit,Delivered,8.0,5
537,2025-01-11,Bangalore,Spice Kitchen,Fast Food,42,Female,Veg,744,47,3.5,UPI,Mohit,Cancelled,4.9,1
538,2025-03-03,Delhi,Chinese Bowl,Italian,36,Male,Veg,2270,28,2.8,UPI,Vikas,Delivered,5.4,1
539,2025-01-13,Bangalore,Spice Kitchen,North Indian,20,Female,Non-Veg,1014,41,3.3,Card,Arjun,Delivered,3.0,6
540,2025-06-02,Bangalore,Chinese Bowl,Chinese,19,Female,Veg,1518,22,4.3,Cash,Aman,Delivered,11.1,6
541,2025-03-27,Ahmedabad,Spice Kitchen,North Indian,38,Female,Veg,2173,51,4.4,Card,Aman,Delivered,5.6,6
542,2025-04-18,Delhi,Urban Tadka,Chinese,35,Female,Non-Veg,753,42,3.2,Cash,Mohit,Delivered,7.2,3
543,2025-01-30,Bangalore,Chinese Bowl,Fast Food,23,Male,Non-Veg,301,30,3.9,UPI,Aman,Cancelled,13.2,6
544,2025-03-24,Delhi,Food Factory,Chinese,32,Female,Non-Veg,1969,39,2.8,UPI,Vikas,Delivered,5.9,6
545,2025-04-28,Mumbai,Burger Hub,Fast Food,41,Male,Veg,1973,57,3.9,Card,Rahul,Delivered,10.7,1
546,2025-04-18,Bangalore,Food Factory,Biryani,40,Male,Veg,1950,36,3.0,Cash,Aman,Cancelled,9.6,2
547,2025-05-13,Jaipur,Pizza Point,Italian,45,Male,Veg,1175,41,4.8,UPI,Arjun,Cancelled,12.8,4
548,2025-02-01,Jaipur,Food Factory,Chinese,45,Female,Veg,2260,32,3.1,Card,Arjun,Cancelled,7.3,6
549,2025-02-09,Jaipur,Royal Biryani,Fast Food,24,Male,Veg,1968,23,4.7,Card,Vikas,Delivered,6.5,3
550,2025-04-14,Hyderabad,Chinese Bowl,Fast Food,22,Female,Veg,1892,56,3.1,Card,Vikas,Delivered,6.3,3
551,2025-02-04,Mumbai,Tandoori Nights,Fast Food,34,Male,Veg,875,56,3.3,Card,Mohit,Cancelled,1.0,6
552,2025-04-21,Mumbai,Pizza Point,Italian,20,Male,Veg,1365,50,3.7,Card,Rahul,Cancelled,12.5,3
553,2025-06-23,Hyderabad,Burger Hub,Biryani,38,Male,Veg,243,25,3.9,Card,Aman,Cancelled,3.7,4
554,2025-05-20,Hyderabad,Tandoori Nights,Fast Food,19,Female,Non-Veg,630,40,4.1,Cash,Mohit,Cancelled,10.9,6
555,2025-02-20,Hyderabad,Tandoori Nights,Italian,26,Female,Veg,1108,17,2.7,Cash,Vikas,Delivered,10.2,3
556,2025-03-10,Mumbai,Spice Kitchen,Biryani,34,Female,Veg,604,50,2.9,UPI,Vikas,Cancelled,2.9,6
557,2025-04-18,Pune,Chinese Bowl,Chinese,19,Female,Veg,225,56,3.3,UPI,Aman,Delivered,11.9,2
558,2025-03-19,Jaipur,Pizza Point,Biryani,39,Male,Non-Veg,786,49,4.1,Cash,Rahul,Delivered,7.3,4
559,2025-04-14,Mumbai,Spice Kitchen,Italian,30,Male,Non-Veg,2411,30,3.5,UPI,Mohit,Cancelled,9.5,4
560,2025-01-25,Hyderabad,Pizza Point,Biryani,26,Male,Veg,1494,35,4.7,UPI,Mohit,Delivered,2.4,6
561,2025-04-18,Hyderabad,Royal Biryani,Italian,19,Male,Non-Veg,661,38,3.4,Card,Rahul,Cancelled,7.4,1
562,2025-03-28,Jaipur,Tandoori Nights,Biryani,21,Female,Veg,1596,60,4.2,Cash,Arjun,Cancelled,11.6,5
563,2025-06-01,Jaipur,Chinese Bowl,Italian,22,Male,Non-Veg,496,59,3.0,Cash,Aman,Delivered,12.3,5
564,2025-03-14,Pune,Spice Kitchen,Fast Food,35,Male,Veg,1170,21,4.2,Card,Karan,Delivered,14.0,1
565,2025-02-27,Delhi,Food Factory,Chinese,30,Male,Veg,2310,51,3.5,Cash,Vikas,Delivered,14.4,2
566,2025-06-24,Jaipur,Royal Biryani,Biryani,41,Female,Veg,1640,42,4.7,Card,Mohit,Cancelled,2.8,5
567,2025-06-19,Pune,Tandoori Nights,North Indian,40,Female,Veg,186,36,3.7,Cash,Vikas,Delivered,10.1,1
568,2025-02-01,Bangalore,Pizza Point,North Indian,36,Female,Non-Veg,1103,31,4.1,Card,Aman,Cancelled,13.7,5
569,2025-04-24,Pune,Royal Biryani,Biryani,37,Female,Non-Veg,1040,42,2.7,UPI,Mohit,Cancelled,11.0,5
570,2025-04-19,Ahmedabad,Food Factory,Chinese,25,Male,Veg,1547,16,3.5,Cash,Aman,Delivered,8.4,3
571,2025-06-22,Hyderabad,Urban Tadka,Biryani,41,Female,Veg,2079,44,3.7,Cash,Karan,Delivered,2.4,5
572,2025-03-24,Mumbai,Burger Hub,Fast Food,45,Male,Veg,1260,38,4.3,Card,Aman,Cancelled,1.1,3
573,2025-03-31,Bangalore,Pizza Point,Italian,28,Female,Non-Veg,732,26,4.5,UPI,Mohit,Delivered,7.5,6
574,2025-03-22,Mumbai,Pizza Point,North Indian,29,Male,Non-Veg,2340,31,4.9,Cash,Mohit,Delivered,2.1,5
575,2025-03-09,Ahmedabad,Tandoori Nights,North Indian,36,Female,Non-Veg,225,37,3.5,Cash,Vikas,Delivered,6.1,5
576,2025-01-16,Mumbai,Chinese Bowl,North Indian,37,Female,Veg,2330,59,3.1,UPI,Rahul,Delivered,11.4,4
577,2025-04-26,Hyderabad,Food Factory,Chinese,40,Female,Non-Veg,2092,57,4.5,Cash,Karan,Delivered,2.2,1
578,2025-05-19,Pune,Burger Hub,Chinese,43,Female,Non-Veg,908,41,3.5,Card,Vikas,Cancelled,3.7,6
579,2025-01-24,Hyderabad,Spice Kitchen,Chinese,26,Female,Veg,171,16,4.0,Cash,Vikas,Delivered,1.8,3
580,2025-03-02,Mumbai,Pizza Point,Fast Food,24,Male,Veg,590,29,3.1,Cash,Mohit,Delivered,5.5,3
581,2025-05-02,Mumbai,Urban Tadka,Fast Food,40,Male,Non-Veg,1708,43,3.0,UPI,Arjun,Delivered,7.3,4
582,2025-01-27,Delhi,Food Factory,Italian,45,Male,Veg,1838,45,4.9,Cash,Arjun,Delivered,9.5,4
583,2025-05-08,Mumbai,Chinese Bowl,Italian,35,Male,Veg,1495,38,3.1,Card,Arjun,Delivered,4.5,6
584,2025-04-11,Pune,Chinese Bowl,Fast Food,35,Male,Veg,1082,37,4.6,Cash,Aman,Delivered,5.3,4
585,2025-02-16,Ahmedabad,Chinese Bowl,Fast Food,18,Female,Veg,299,48,3.6,UPI,Mohit,Delivered,3.8,3
586,2025-04-16,Jaipur,Food Factory,Italian,38,Male,Non-Veg,976,15,4.9,Cash,Arjun,Delivered,1.5,3
587,2025-01-04,Pune,Pizza Point,North Indian,42,Female,Non-Veg,1945,37,5.0,UPI,Arjun,Cancelled,3.0,1
588,2025-02-10,Hyderabad,Chinese Bowl,Italian,36,Female,Non-Veg,231,33,3.4,Cash,Aman,Delivered,11.8,1
589,2025-04-24,Hyderabad,Burger Hub,Biryani,31,Male,Non-Veg,523,22,3.2,Cash,Aman,Delivered,6.5,2
590,2025-01-31,Ahmedabad,Tandoori Nights,Biryani,18,Female,Veg,2318,55,4.8,UPI,Aman,Delivered,11.5,2
591,2025-02-14,Jaipur,Tandoori Nights,Fast Food,45,Male,Non-Veg,1931,57,2.8,Cash,Rahul,Cancelled,8.3,2
592,2025-03-28,Bangalore,Food Factory,Fast Food,40,Male,Non-Veg,318,36,4.3,Card,Rahul,Cancelled,14.0,4
593,2025-01-20,Delhi,Pizza Point,North Indian,27,Male,Non-Veg,349,60,2.7,Card,Mohit,Delivered,3.9,6
594,2025-02-02,Hyderabad,Food Factory,Biryani,36,Female,Non-Veg,1129,32,3.4,Card,Vikas,Cancelled,14.1,2
595,2025-04-25,Jaipur,Chinese Bowl,North Indian,45,Female,Veg,2362,29,3.7,Card,Arjun,Cancelled,10.1,6
596,2025-05-19,Hyderabad,Spice Kitchen,North Indian,21,Male,Veg,231,25,3.7,UPI,Mohit,Cancelled,6.1,2
597,2025-05-04,Delhi,Royal Biryani,Chinese,45,Female,Veg,1847,31,3.4,Cash,Rahul,Delivered,8.1,3
598,2025-06-02,Bangalore,Burger Hub,Chinese,20,Female,Non-Veg,991,45,4.7,UPI,Mohit,Cancelled,8.9,1
599,2025-01-02,Jaipur,Spice Kitchen,Biryani,35,Male,Non-Veg,2322,19,4.1,UPI,Mohit,Cancelled,2.1,1
600,2025-02-13,Bangalore,Tandoori Nights,North Indian,24,Female,Non-Veg,958,31,3.5,UPI,Arjun,Cancelled,4.3,4
601,2025-04-16,Delhi,Urban Tadka,Biryani,23,Male,Veg,1288,24,4.1,Card,Rahul,Delivered,7.9,2
602,2025-02-22,Mumbai,Spice Kitchen,Chinese,30,Male,Non-Veg,1584,59,4.7,Card,Arjun,Delivered,14.7,1
603,2025-06-01,Pune,Burger Hub,North Indian,39,Male,Veg,580,38,3.1,Card,Karan,Cancelled,6.2,6
604,2025-04-12,Pune,Urban Tadka,Biryani,35,Male,Veg,1375,28,3.0,Card,Karan,Cancelled,13.7,4
605,2025-05-01,Mumbai,Pizza Point,Fast Food,43,Female,Non-Veg,1249,34,5.0,Cash,Arjun,Cancelled,10.9,4
606,2025-06-28,Delhi,Chinese Bowl,Fast Food,29,Male,Non-Veg,820,49,4.6,Cash,Aman,Cancelled,7.8,1
607,2025-02-13,Bangalore,Chinese Bowl,Italian,33,Female,Non-Veg,1741,54,2.8,UPI,Arjun,Delivered,14.6,3
608,2025-02-08,Jaipur,Tandoori Nights,Italian,41,Female,Non-Veg,171,24,2.8,UPI,Vikas,Delivered,6.6,4
609,2025-02-03,Pune,Chinese Bowl,Biryani,36,Male,Veg,1519,59,2.6,UPI,Mohit,Delivered,13.6,3
610,2025-04-06,Bangalore,Chinese Bowl,Italian,30,Female,Veg,1278,48,4.7,UPI,Karan,Cancelled,3.5,6
611,2025-05-21,Delhi,Food Factory,Fast Food,43,Male,Non-Veg,2220,59,4.3,UPI,Aman,Delivered,6.0,2
612,2025-05-01,Delhi,Chinese Bowl,Italian,26,Male,Non-Veg,667,18,4.6,Card,Rahul,Cancelled,13.1,2
613,2025-02-27,Bangalore,Royal Biryani,Fast Food,18,Male,Non-Veg,1229,30,3.8,Card,Vikas,Delivered,14.4,5
614,2025-01-13,Jaipur,Spice Kitchen,Chinese,38,Male,Non-Veg,697,45,2.5,UPI,Arjun,Cancelled,5.3,1
615,2025-03-23,Bangalore,Pizza Point,Chinese,30,Female,Non-Veg,789,31,4.4,UPI,Rahul,Delivered,8.1,2
616,2025-04-26,Mumbai,Pizza Point,Italian,32,Female,Non-Veg,893,26,2.9,Cash,Aman,Cancelled,2.3,1
617,2025-04-19,Mumbai,Food Factory,North Indian,25,Male,Veg,1475,20,4.1,Cash,Mohit,Cancelled,2.4,6
618,2025-01-09,Hyderabad,Spice Kitchen,Biryani,34,Male,Non-Veg,1977,35,2.7,Cash,Arjun,Delivered,2.7,1
619,2025-03-28,Delhi,Food Factory,Italian,37,Male,Non-Veg,1597,22,4.1,Cash,Rahul,Cancelled,2.7,2
620,2025-06-27,Mumbai,Burger Hub,Biryani,22,Male,Veg,466,26,3.2,Cash,Rahul,Delivered,2.3,3
